N,P,K,pH,temperature,humidity,rainfall,label,yield_kg_per_ha
19.66,70.67,23.58,6.88,18.22,52.75,169.81,kidneybeans,1814.38
21.05,55.97,28.33,6.53,23.78,54.49,186.85,kidneybeans,1842.06
29.66,36.52,47.66,5.77,8.47,60.87,68.18,grapes,16046.12
22.99,66.39,28.86,6.74,22.16,64.97,128.1,kidneybeans,1871.07
114.96,45.07,52.22,6.33,25.94,88.55,258.87,rice,5114.12
133.34,53.19,18.78,7.04,35.63,42.69,172.8,cotton,2450.01
112.17,58.42,58.0,6.87,34.7,56.86,98.35,pomegranate,18097.64
119.03,20.23,48.93,7.5,31.08,73.72,67.62,muskmelon,17411.99
105.29,17.02,56.36,6.85,32.94,78.32,54.78,watermelon,34291.73
12.46,7.68,36.9,7.19,33.54,73.02,236.14,coconut,12204.47
23.6,38.94,34.8,6.29,16.33,65.41,173.76,grapes,18172.96
22.76,62.53,20.09,6.31,26.53,44.12,127.84,mungbean,1142.21
132.82,36.27,24.86,6.4,35.78,67.66,84.47,cotton,2478.22
20.06,73.71,28.26,6.23,32.34,42.61,138.95,mungbean,1139.95
97.57,73.87,104.42,6.65,34.82,80.07,256.84,banana,35190.74
24.87,40.13,42.99,6.85,8.85,61.25,190.99,grapes,18706.88
105.43,16.18,59.52,6.08,39.94,76.86,43.45,muskmelon,18906.78
28.41,64.33,33.14,5.67,26.26,43.87,38.74,mothbeans,839.22
80.04,44.25,57.89,6.47,22.58,92.81,220.49,rice,4821.49
93.87,19.03,53.46,7.01,29.05,66.9,32.62,muskmelon,18725.07
9.47,10.6,8.17,7.34,14.04,88.02,106.07,orange,24677.48
26.59,55.8,27.11,6.02,31.67,38.4,49.11,mothbeans,927.85
66.33,50.52,51.68,6.3,24.04,76.48,210.82,jute,3128.27
104.54,63.8,69.92,6.99,37.97,47.57,81.76,pomegranate,17411.46
113.82,58.02,23.48,6.23,20.69,67.17,94.74,maize,6072.11
27.42,67.61,19.71,6.8,34.76,46.16,60.1,mungbean,1115.13
28.63,52.77,26.66,3.91,32.11,39.01,69.71,mothbeans,929.44
96.89,63.07,88.97,5.65,34.76,77.55,251.33,banana,34809.19
22.95,64.31,19.85,6.86,15.33,46.34,43.43,lentil,1691.04
69.13,53.92,45.62,6.68,30.5,93.56,310.97,jute,3300.98
18.11,49.29,41.25,6.3,9.8,54.92,115.47,grapes,16933.19
100.32,39.1,44.86,6.06,17.15,78.84,292.52,coffee,1209.29
48.94,62.43,23.74,6.04,22.75,68.63,196.82,blackgram,1072.85
113.17,66.01,227.91,6.99,28.07,77.45,291.43,banana,33505.18
94.97,48.52,53.04,6.8,26.81,79.96,185.5,rice,5162.95
18.37,69.2,30.08,6.77,15.1,53.41,147.1,kidneybeans,1816.01
33.34,59.73,74.6,7.56,26.57,29.57,42.07,chickpea,1229.47
47.3,73.55,30.01,6.3,24.54,68.17,135.92,blackgram,1033.18
107.52,40.57,63.23,5.7,33.1,43.3,114.53,pomegranate,16159.7
35.69,60.5,78.52,6.91,15.08,39.48,99.77,chickpea,1351.84
26.27,73.76,19.6,6.35,30.9,41.96,93.37,mungbean,1094.06
120.21,54.7,37.12,6.51,22.24,49.58,127.25,wheat,4023.37
29.53,33.99,44.2,7.19,30.74,48.23,197.32,mango,12376.74
40.57,57.59,18.18,6.32,31.42,66.57,114.37,blackgram,1084.95
77.26,49.45,51.72,6.86,31.26,74.03,251.3,jute,3383.91
47.91,57.05,23.78,6.8,29.97,61.91,172.23,blackgram,1060.03
112.89,63.35,65.86,7.05,33.53,52.86,85.36,pomegranate,16805.63
8.25,0.58,49.59,6.4,35.82,93.31,189.87,coconut,11472.81
105.47,16.51,59.92,7.21,31.07,59.55,99.6,watermelon,32199.71
6.73,6.54,35.83,5.74,28.07,60.33,295.67,coconut,12542.45
102.19,52.79,44.87,6.98,11.31,51.03,108.12,wheat,3801.37
19.8,79.17,21.46,5.63,30.3,48.36,82.09,pigeonpeas,1267.0
110.13,12.39,56.29,6.21,35.92,67.54,35.95,muskmelon,18760.22
98.55,45.79,55.92,6.86,32.04,80.32,191.12,rice,5178.01
28.28,66.03,26.28,5.51,37.9,52.65,101.63,pigeonpeas,1249.76
20.72,74.69,24.2,6.25,20.69,58.67,184.56,kidneybeans,1788.38
117.17,24.81,49.19,5.98,32.92,71.94,98.53,watermelon,31090.84
41.95,69.18,85.47,6.72,18.73,43.78,69.29,chickpea,1401.33
110.75,41.47,26.07,6.34,21.06,60.52,69.96,maize,5971.84
95.32,64.37,63.64,7.13,33.73,43.8,115.54,pomegranate,16791.82
123.32,61.7,48.15,7.08,19.62,59.76,112.48,wheat,4354.25
23.44,46.63,40.68,6.92,26.43,61.81,139.92,grapes,18709.76
23.35,59.92,31.78,5.61,22.59,52.41,165.44,kidneybeans,1802.04
58.09,52.71,52.51,6.65,33.35,92.72,254.8,papaya,44470.7
108.38,47.38,58.45,6.41,39.93,56.58,94.71,pomegranate,18965.69
19.79,61.68,29.14,4.73,34.06,34.97,39.41,mothbeans,892.75
28.93,58.26,27.36,5.66,22.41,57.31,196.76,kidneybeans,1763.44
39.52,75.49,77.84,6.7,23.74,31.62,98.4,chickpea,1402.27
100.52,10.0,45.56,6.71,38.02,62.65,58.13,watermelon,30519.55
96.2,27.65,43.81,6.28,18.72,84.8,194.38,coffee,1300.05
115.5,60.26,66.01,5.99,26.68,83.14,243.52,banana,33270.64
25.89,57.41,25.62,6.81,25.12,42.6,70.01,mothbeans,942.81
109.46,53.56,50.46,5.78,31.93,94.21,258.28,rice,5213.37
18.98,73.62,21.04,6.79,31.99,65.99,130.47,pigeonpeas,1293.54
26.28,59.89,24.69,5.68,17.87,56.06,131.94,kidneybeans,1755.06
23.76,49.68,32.51,6.16,10.45,60.43,187.74,grapes,17791.08
17.04,17.85,8.65,6.29,22.26,68.58,154.63,orange,21027.59
80.23,54.36,34.95,5.85,33.84,63.26,84.95,maize,6204.74
107.17,16.5,59.03,7.1,34.93,66.38,63.31,muskmelon,18690.85
24.8,63.45,18.98,6.67,23.74,51.54,54.45,lentil,1598.03
99.83,20.95,55.48,6.4,30.77,69.15,66.62,muskmelon,18559.94
114.63,43.54,27.32,5.6,18.5,74.74,129.09,maize,6002.44
16.6,74.02,34.34,6.51,34.47,40.7,148.28,mungbean,1021.87
28.81,61.72,18.32,7.36,13.21,48.42,55.25,lentil,1536.72
25.4,59.33,21.76,5.7,31.21,40.28,80.0,mothbeans,921.88
8.17,9.54,7.31,6.75,15.56,67.69,191.83,orange,20723.13
87.68,41.59,33.71,5.72,19.81,68.5,67.73,maize,6272.48
102.74,58.25,50.74,6.44,23.03,91.01,242.67,rice,5032.74
21.19,40.04,33.47,6.92,24.7,63.0,75.42,grapes,17299.89
62.14,55.89,51.97,6.87,27.74,70.33,203.34,jute,3100.35
28.47,30.08,44.26,7.41,32.95,74.62,102.02,mango,13720.47
8.26,5.27,42.73,5.61,27.96,62.88,218.99,coconut,13428.55
103.76,69.0,49.97,7.31,12.05,48.0,86.83,wheat,3838.97
25.61,60.08,25.93,6.86,30.88,57.7,102.65,mungbean,1117.13
6.42,5.79,42.38,5.87,29.89,79.15,267.96,coconut,13032.84
27.52,56.52,30.59,6.95,26.95,68.48,187.08,kidneybeans,1656.92
67.61,55.9,50.76,7.08,27.83,73.88,186.73,jute,3269.33
117.89,61.05,43.19,6.83,16.49,60.67,140.91,wheat,4417.01
101.3,51.34,43.07,6.12,13.94,64.65,70.9,wheat,4021.1
29.16,58.35,20.63,5.61,19.7,51.05,139.47,kidneybeans,1646.57
103.57,53.33,33.76,6.44,30.14,74.93,109.04,maize,6667.08
25.56,55.13,32.53,5.89,24.05,29.11,42.9,mothbeans,916.22
40.5,55.35,85.6,7.8,27.58,43.96,93.22,chickpea,1360.14
23.61,65.18,19.41,6.72,18.15,60.83,163.9,kidneybeans,1825.03
109.81,42.62,43.97,6.44,31.21,92.89,190.89,rice,5135.21
117.43,64.88,200.24,5.66,33.52,78.61,178.84,banana,35118.92
102.69,23.4,41.26,7.13,17.37,87.14,209.1,coffee,1369.23
22.42,68.85,33.87,7.99,14.03,35.07,46.24,lentil,1649.28
11.46,138.77,198.87,5.72,23.14,52.88,127.72,apple,18709.26
115.68,56.43,36.65,6.73,32.77,59.04,136.88,maize,6140.26
115.79,53.12,21.75,6.2,23.86,48.9,93.57,cotton,2762.11
113.11,60.05,43.35,6.39,17.54,43.8,85.19,wheat,4264.79
94.73,26.1,45.57,6.24,27.81,79.52,35.47,watermelon,30400.73
53.4,57.13,50.02,6.43,26.8,70.5,159.41,papaya,46907.58
90.2,41.7,58.98,6.86,31.03,41.07,110.86,pomegranate,15457.71
20.87,23.57,44.83,6.89,35.59,54.51,150.83,mango,11146.63
45.96,57.67,59.03,6.2,25.62,70.09,229.0,papaya,46641.8
109.53,73.07,123.25,5.98,27.51,86.5,159.98,banana,38228.92
17.7,12.68,9.16,7.24,20.41,84.78,128.0,orange,21319.14
89.74,41.98,55.07,6.82,24.17,79.04,177.86,rice,4885.14
15.19,67.59,32.36,6.33,17.53,64.83,166.95,kidneybeans,1735.09
18.98,63.77,30.23,6.0,38.97,65.69,144.43,pigeonpeas,1311.57
107.27,45.28,57.45,6.23,39.14,41.38,120.97,pomegranate,18084.66
119.59,41.48,42.65,6.74,28.7,90.49,244.64,rice,4655.24
109.69,23.13,62.55,6.46,30.19,78.53,69.91,muskmelon,16700.42
104.6,44.95,37.91,5.88,33.04,69.07,93.7,maize,6214.36
46.92,54.15,49.57,6.62,34.62,85.15,211.85,papaya,46183.29
109.84,40.71,27.85,6.81,25.2,62.49,101.76,cotton,2596.19
91.85,48.16,42.74,6.36,34.96,89.02,239.28,rice,5097.37
39.46,29.45,34.24,7.44,30.68,47.19,80.51,mango,11281.63
48.11,77.02,79.04,6.57,24.57,43.87,80.89,chickpea,1297.57
39.68,27.11,43.96,7.23,24.35,72.24,134.89,mango,11026.39
127.37,51.22,38.06,6.5,20.05,50.98,123.42,wheat,4012.18
123.92,54.97,16.16,7.2,26.18,70.95,171.23,cotton,2567.57
33.16,38.4,47.26,5.79,29.58,63.45,162.68,grapes,16538.26
95.17,44.67,22.76,5.97,18.51,57.7,186.27,maize,6362.63
2.06,4.36,43.58,6.32,30.5,84.34,221.14,coconut,12050.0
118.35,20.75,58.08,7.24,36.22,74.25,67.57,watermelon,31781.23
38.02,35.94,43.45,6.82,33.49,59.83,122.23,mango,11643.81
86.79,43.9,41.16,6.92,26.04,91.68,252.2,rice,4742.64
104.78,15.23,63.15,6.82,29.41,72.51,47.23,muskmelon,18753.73
57.16,69.9,62.19,6.29,30.64,94.07,245.01,papaya,42669.54
104.48,60.37,37.0,6.25,11.99,63.85,78.49,wheat,4025.86
2.35,13.64,19.01,6.11,15.95,65.94,161.86,orange,20863.92
107.28,78.67,178.77,6.68,29.64,79.56,266.51,banana,36277.87
74.04,54.39,59.53,7.84,24.84,89.94,199.58,jute,3457.83
20.84,33.83,36.73,5.61,25.46,64.96,192.03,mango,11789.66
15.4,4.8,42.07,6.46,29.83,65.7,270.03,coconut,12785.2
123.89,39.4,16.87,6.3,39.51,43.03,81.21,cotton,2596.64
91.71,43.07,22.05,6.62,19.68,52.57,127.27,maize,6246.47
55.44,56.71,48.69,6.53,31.94,88.88,157.34,papaya,45153.04
103.36,50.51,20.3,5.64,21.32,69.23,184.89,maize,6454.25
17.73,9.92,36.85,5.74,27.7,90.35,249.64,coconut,11408.2
134.3,50.22,29.11,6.85,38.5,71.35,62.59,cotton,2651.38
48.01,58.48,27.54,7.02,26.67,60.58,151.58,blackgram,1054.92
128.25,44.38,20.57,6.5,27.72,58.75,82.67,cotton,2804.2
31.43,73.54,20.59,6.72,27.63,56.5,139.9,blackgram,1009.14
93.21,10.46,61.54,6.46,28.78,66.36,75.51,watermelon,30113.79
16.81,61.54,29.78,7.17,27.38,46.85,184.68,pigeonpeas,1248.01
18.67,72.65,18.64,6.61,18.5,59.05,153.1,kidneybeans,1664.01
82.17,29.25,40.69,6.14,23.96,69.28,154.94,coffee,1281.66
23.45,61.39,32.59,6.85,23.64,42.44,39.72,lentil,1704.53
20.14,59.13,21.52,3.7,32.71,41.16,31.15,mothbeans,910.36
106.53,61.27,42.36,6.94,23.68,43.77,141.34,wheat,4184.0
98.69,43.54,50.63,5.65,39.68,42.88,129.31,pomegranate,17604.12
16.15,64.77,21.86,6.37,12.11,35.46,44.32,lentil,1590.87
36.82,27.99,31.58,6.26,29.8,70.97,113.51,mango,11674.04
18.84,73.8,27.23,7.17,39.41,54.18,76.93,pigeonpeas,1327.47
115.45,62.16,143.95,5.86,25.37,94.58,246.81,banana,35533.3
49.69,72.89,22.12,7.37,23.79,67.07,93.83,blackgram,1034.13
105.48,35.85,23.5,6.16,38.73,68.12,85.19,cotton,2440.54
92.67,46.94,59.73,6.31,35.28,51.67,101.46,pomegranate,16918.14
90.1,45.9,55.3,6.82,33.52,94.69,297.36,rice,4920.99
37.46,71.65,78.7,7.56,21.39,25.89,49.16,chickpea,1434.29
112.9,12.4,46.43,6.34,38.23,70.32,76.48,muskmelon,17184.53
80.62,70.82,125.44,6.49,27.2,94.22,166.24,banana,35941.39
17.07,57.34,19.17,6.65,24.43,63.91,105.33,kidneybeans,1707.35
7.3,124.45,203.04,5.91,2.42,60.38,175.1,apple,17624.58
85.96,36.84,35.84,6.56,27.24,80.31,155.8,coffee,1268.28
24.43,51.2,22.96,6.43,17.27,38.97,36.49,lentil,1599.12
92.5,56.58,24.74,6.15,32.63,56.26,195.01,maize,6526.58
36.18,64.42,30.35,7.01,28.02,60.25,75.62,blackgram,1127.55
57.17,55.48,48.37,6.53,25.33,90.1,183.37,papaya,44167.4
122.1,49.81,23.8,6.42,38.62,53.28,79.71,cotton,2857.56
22.92,61.41,28.83,6.41,32.95,51.47,146.15,mungbean,1192.78
106.2,45.61,53.61,6.07,25.31,46.88,104.93,pomegranate,17926.48
125.69,50.65,28.6,7.4,35.92,42.81,175.33,cotton,2617.66
88.45,51.38,40.07,7.82,31.37,84.52,313.01,jute,2937.04
20.12,61.01,20.16,4.95,25.07,26.05,33.23,mothbeans,916.37
90.49,17.63,62.76,6.22,34.82,69.14,71.29,watermelon,29638.96
29.89,64.44,34.19,6.14,14.76,35.62,72.08,lentil,1467.28
24.43,55.85,28.96,7.64,13.0,51.89,22.26,lentil,1669.96
118.35,58.72,66.2,6.08,29.17,43.39,69.64,pomegranate,17358.01
46.92,71.34,30.34,6.97,33.53,62.27,79.79,blackgram,1020.07
24.65,68.04,19.75,6.62,31.43,45.18,96.64,mungbean,1160.54
29.03,23.5,38.61,6.42,32.33,73.11,169.46,mango,12794.88
136.09,67.55,54.19,6.34,23.98,54.28,92.25,wheat,3751.75
111.02,45.04,34.63,7.11,20.13,52.17,192.94,maize,6343.07
102.54,48.31,29.05,6.17,34.38,69.39,143.53,cotton,2423.85
27.36,51.87,28.57,5.66,24.58,33.46,41.14,mothbeans,896.59
95.5,22.87,56.56,7.24,28.84,79.27,40.98,muskmelon,16735.35
17.74,59.72,25.97,6.97,12.4,40.45,23.04,lentil,1657.41
21.9,48.18,45.52,6.39,27.12,74.62,146.45,grapes,18149.16
19.82,1.5,33.47,6.0,30.41,65.17,164.45,coconut,11046.67
93.86,30.57,38.15,6.11,16.23,82.96,204.92,coffee,1374.4
17.75,129.44,202.17,6.51,13.58,50.15,120.66,apple,17225.21
40.14,73.94,21.41,6.76,26.14,66.45,80.75,blackgram,1132.81
28.97,72.08,33.8,6.12,35.75,64.3,196.72,pigeonpeas,1261.22
43.96,74.89,19.61,7.3,27.01,50.34,136.3,blackgram,1044.69
102.66,16.04,54.24,7.04,34.4,74.3,73.93,watermelon,32736.68
2.77,138.9,198.46,5.79,5.09,55.91,147.71,apple,18146.84
105.34,16.89,46.56,6.37,31.38,69.69,77.56,muskmelon,19405.56
107.13,72.28,152.19,6.82,27.46,90.95,237.9,banana,38467.95
44.7,62.83,46.0,6.1,31.6,93.8,155.11,papaya,44739.01
123.19,62.54,42.07,7.02,21.56,64.96,99.25,wheat,4196.26
30.58,48.76,32.61,6.66,17.32,67.93,90.32,grapes,17251.96
73.44,53.86,51.53,6.77,29.92,91.9,186.08,jute,3376.77
96.38,62.95,198.32,5.92,28.02,82.08,186.43,banana,37027.42
39.39,73.66,77.58,6.85,20.05,23.77,79.97,chickpea,1367.14
25.81,64.23,31.24,5.68,30.72,44.56,33.66,mothbeans,875.93
27.38,26.69,49.84,6.94,27.33,67.57,86.84,mango,11570.45
29.81,41.23,35.07,6.74,22.91,72.19,103.83,grapes,16190.13
29.39,53.23,21.83,7.77,17.46,42.42,65.26,lentil,1520.42
104.89,68.52,35.52,7.25,11.15,44.87,50.39,wheat,3653.68
48.14,67.97,85.94,7.68,26.02,29.78,90.47,chickpea,1259.06
107.1,65.72,57.7,7.46,35.9,59.71,96.81,pomegranate,17991.61
98.55,53.8,43.27,6.5,25.65,87.37,156.01,rice,5267.4
118.69,47.81,23.24,6.47,22.41,54.48,174.09,cotton,3043.71
30.82,20.95,48.26,6.4,33.1,49.43,180.19,mango,12256.97
102.72,63.74,58.2,7.07,32.65,44.5,113.12,pomegranate,19318.94
26.98,61.92,34.38,6.32,29.94,51.09,108.29,mungbean,1082.4
15.17,53.44,19.22,7.02,20.16,35.21,29.69,lentil,1435.52
25.12,52.34,32.34,5.37,29.15,42.17,53.15,mothbeans,915.57
46.65,67.15,52.55,6.03,31.94,90.51,217.74,papaya,46314.42
87.6,60.22,51.68,7.17,24.83,80.68,211.42,jute,3182.25
87.66,40.5,58.55,6.17,24.61,86.97,151.1,rice,4769.71
116.97,50.2,53.31,6.68,24.31,47.17,136.63,wheat,3975.25
45.56,58.25,33.86,7.49,23.59,63.66,130.58,blackgram,1032.53
112.02,65.96,44.73,6.71,36.72,47.89,61.12,pomegranate,16814.51
107.17,11.56,53.43,7.07,28.82,65.23,84.71,muskmelon,19347.36
80.07,42.24,57.26,5.5,27.62,84.79,199.96,rice,4750.66
27.28,72.59,19.93,6.49,34.76,50.9,75.88,mungbean,1064.65
79.0,47.83,55.14,6.3,33.62,87.84,151.5,jute,3128.64
18.06,62.82,25.53,5.63,25.24,27.16,33.37,mothbeans,866.96
129.51,39.19,26.7,6.67,26.2,44.25,176.25,cotton,2434.0
57.4,57.17,46.15,6.38,30.33,90.83,244.78,papaya,43198.68
62.14,64.68,50.89,7.22,24.59,70.3,175.27,jute,3008.41
104.56,24.43,61.95,7.34,37.16,72.09,57.29,muskmelon,17448.18
17.49,65.3,31.92,7.41,23.22,42.42,61.42,lentil,1564.13
23.44,53.36,32.89,7.19,18.69,46.35,24.97,lentil,1682.21
40.84,58.21,24.6,6.2,26.71,58.0,84.57,blackgram,1145.64
117.28,52.87,54.08,6.22,17.83,44.92,57.64,wheat,4107.43
18.95,79.9,27.02,7.23,38.67,57.96,126.52,pigeonpeas,1328.86
15.24,127.6,207.16,6.93,5.6,62.29,113.13,apple,16107.29
24.1,37.76,30.4,7.26,24.54,69.81,125.35,mango,10516.12
114.1,42.34,47.87,7.1,38.61,54.19,125.64,pomegranate,15631.48
15.06,71.72,21.4,6.45,21.92,57.99,183.35,kidneybeans,1582.05
27.71,45.54,42.21,5.66,10.76,71.8,195.79,grapes,18878.28
16.78,66.1,26.02,5.5,38.81,47.48,157.13,pigeonpeas,1331.07
9.37,5.81,48.96,6.06,36.69,87.29,136.58,coconut,12911.13
19.25,50.31,34.46,7.43,22.56,50.86,64.15,lentil,1517.53
36.88,26.07,32.59,6.97,26.87,63.16,171.28,mango,11217.91
21.38,63.11,33.81,7.53,19.0,45.9,70.97,lentil,1580.2
53.04,53.41,53.22,6.68,33.58,78.77,250.42,papaya,47068.49
99.45,46.09,24.71,5.52,24.3,57.96,64.36,maize,6425.02
6.47,1.23,37.14,7.08,33.08,87.69,280.46,coconut,14043.88
106.51,24.11,40.14,6.98,17.89,88.3,228.4,coffee,1368.23
105.56,40.05,59.87,5.92,20.93,84.17,169.35,rice,4796.9
42.64,69.18,52.1,6.95,27.85,81.72,232.57,papaya,44257.56
27.32,65.66,28.68,6.87,14.0,45.11,29.55,lentil,1673.23
110.04,12.53,50.79,6.29,37.47,74.5,41.31,muskmelon,18109.95
49.7,69.03,52.6,6.53,29.54,81.43,287.66,papaya,48307.49
41.24,52.43,58.43,6.53,32.38,84.83,164.38,papaya,43637.57
15.53,64.89,26.13,6.52,28.26,60.32,89.46,pigeonpeas,1327.15
92.63,54.62,65.4,5.6,32.16,56.83,117.16,pomegranate,18281.99
15.85,131.24,198.22,6.23,10.88,78.29,103.32,apple,17700.41
19.48,11.55,12.78,6.9,11.71,67.03,103.78,orange,22674.39
46.41,59.92,85.72,7.41,29.53,44.14,49.21,chickpea,1308.27
107.53,12.45,63.49,6.82,31.55,71.92,48.26,watermelon,31297.01
38.08,74.44,29.8,6.71,26.0,57.32,149.46,blackgram,1088.04
23.3,74.63,20.03,6.64,19.01,52.34,142.19,kidneybeans,1700.22
8.74,123.49,207.53,6.04,4.58,68.05,185.76,apple,16567.73
96.23,11.05,52.82,6.56,37.21,73.43,81.05,muskmelon,17358.67
116.58,60.51,41.35,6.16,16.22,43.1,91.04,wheat,4216.41
22.95,65.41,19.01,5.58,22.21,62.48,104.72,kidneybeans,1854.5
10.94,16.45,12.12,6.18,15.51,79.21,122.13,orange,22408.19
106.2,10.83,49.1,6.9,31.48,66.66,30.17,watermelon,31080.65
115.48,66.4,40.13,7.12,11.11,59.14,129.2,wheat,4065.51
33.17,70.92,27.91,6.22,33.29,58.53,92.96,blackgram,1058.25
40.16,58.83,31.56,6.71,30.3,55.95,77.53,blackgram,1105.99
43.03,59.58,31.62,6.4,29.54,56.0,78.76,blackgram,1074.55
21.63,65.27,32.45,7.02,20.22,39.78,76.1,lentil,1675.81
77.18,46.36,50.38,7.85,29.9,81.82,290.17,jute,3291.58
89.9,39.89,41.71,7.08,19.6,66.79,250.34,coffee,1150.28
20.5,65.15,21.32,6.39,31.5,42.17,120.11,mungbean,1154.31
98.55,61.11,36.05,5.75,20.12,60.42,181.81,maize,6420.55
9.06,8.82,34.82,6.55,36.13,72.36,194.54,coconut,13108.66
92.77,68.68,187.03,6.05,30.59,75.12,176.98,banana,38266.28
27.61,60.48,21.3,7.1,19.64,43.06,60.78,lentil,1605.15
8.85,13.77,16.09,7.13,24.68,65.78,197.72,orange,22289.96
26.09,53.44,20.44,4.85,33.58,31.62,33.13,mothbeans,901.2
45.02,74.78,78.4,7.02,20.01,24.23,48.24,chickpea,1375.4
105.4,27.03,45.42,5.75,33.61,76.18,51.51,watermelon,32926.89
18.37,143.74,200.87,5.7,13.01,70.11,112.89,apple,16910.63
1.99,18.48,10.01,6.73,21.28,82.98,125.36,orange,20292.38
25.1,68.01,18.04,6.43,17.93,57.5,170.63,kidneybeans,1716.14
17.58,57.43,34.82,6.64,34.17,29.27,57.12,mothbeans,868.22
94.94,43.04,58.92,6.95,25.8,40.02,95.67,pomegranate,17028.25
42.9,52.29,52.81,6.23,30.74,83.11,174.37,papaya,44714.95
70.15,63.91,47.05,6.58,34.96,93.38,341.31,jute,3111.84
83.56,52.89,56.31,7.23,32.83,79.05,292.64,jute,3184.71
133.65,46.23,27.9,7.11,33.63,41.97,153.75,cotton,2498.58
132.25,37.36,17.78,6.8,27.98,70.99,133.39,cotton,2524.65
35.44,68.87,21.65,7.44,34.88,59.16,122.18,blackgram,1064.57
89.14,54.69,53.27,7.8,33.07,94.1,199.11,jute,3152.86
19.41,51.94,20.94,7.69,21.11,40.92,35.8,lentil,1506.1
111.79,34.85,34.57,7.07,20.28,70.26,276.45,coffee,1335.99
43.88,74.74,24.11,6.41,26.92,65.65,97.86,blackgram,1039.91
15.06,63.99,30.56,6.44,32.08,40.3,141.72,mungbean,1112.57
104.91,24.43,47.45,6.89,33.96,60.05,33.5,muskmelon,18055.6
103.89,36.93,30.13,6.55,25.23,70.86,300.0,coffee,1267.2
23.25,50.39,29.82,3.6,29.16,26.05,46.53,mothbeans,950.26
28.65,51.08,32.38,3.83,31.45,31.84,62.93,mothbeans,880.14
88.89,48.86,42.01,6.11,30.79,82.99,189.17,jute,2778.95
118.02,16.82,62.37,7.1,31.43,71.39,87.67,muskmelon,16903.03
110.54,56.85,47.98,6.75,11.4,41.83,68.57,wheat,4066.16
6.38,0.6,46.66,7.31,28.28,89.67,266.64,coconut,11910.29
15.13,59.85,34.63,6.98,17.53,62.31,107.69,kidneybeans,1637.76
113.56,78.95,214.2,6.11,31.12,85.53,160.66,banana,33623.93
16.56,136.3,196.22,6.51,11.28,73.35,149.4,apple,16505.01
27.01,72.63,31.82,5.84,31.51,48.22,194.61,pigeonpeas,1274.48
111.1,59.44,50.01,5.72,20.21,79.59,169.77,rice,5077.84
17.12,74.23,31.76,6.94,17.61,50.36,143.73,kidneybeans,1679.25
12.17,0.84,39.09,6.06,27.02,78.17,172.94,coconut,12333.81
19.18,61.73,29.75,5.97,29.81,42.52,41.39,mothbeans,917.36
4.34,4.45,40.66,5.74,27.79,76.94,181.87,coconut,13246.51
16.72,19.64,16.43,6.35,13.92,76.14,158.02,orange,19887.93
122.57,58.84,49.1,7.26,18.44,57.5,124.97,wheat,4262.81
112.98,47.78,62.79,6.06,32.21,53.48,103.35,pomegranate,16531.3
105.6,68.1,44.88,6.1,37.94,51.66,96.16,pomegranate,17367.48
90.11,25.48,59.77,6.2,24.12,74.64,36.96,watermelon,29175.04
112.14,62.64,40.73,5.75,28.42,41.79,126.96,pomegranate,15735.04
118.51,67.04,193.5,6.33,25.78,84.4,105.83,banana,34621.39
31.25,29.6,31.31,5.55,36.39,59.22,172.23,mango,13582.62
7.71,10.79,12.21,6.62,16.58,73.21,81.82,orange,24152.85
99.98,68.09,83.08,5.83,27.85,78.47,143.46,banana,37147.39
95.59,24.05,55.93,6.33,37.43,71.74,45.71,muskmelon,17491.01
26.68,66.94,31.76,6.39,24.57,69.53,139.1,kidneybeans,1763.56
101.75,68.24,120.56,6.0,27.25,83.77,123.55,banana,38613.52
96.92,11.44,45.21,6.03,32.78,61.09,47.62,muskmelon,16882.39
99.92,52.86,57.34,7.0,29.2,92.8,286.29,rice,5164.41
105.27,44.7,37.17,5.61,28.12,74.6,134.41,maize,6382.29
85.03,50.38,32.98,6.97,24.23,68.66,77.38,maize,6209.29
94.22,16.65,45.63,7.02,33.55,71.2,68.9,muskmelon,16953.51
91.29,68.07,81.44,6.56,29.95,87.8,194.86,banana,35479.87
15.31,9.56,42.78,6.2,34.21,88.16,182.93,coconut,13194.51
116.81,66.28,49.89,6.68,23.9,49.86,106.55,wheat,4222.38
26.99,41.92,44.36,5.54,13.08,57.84,76.45,grapes,18416.42
102.81,73.62,134.15,6.11,30.77,86.94,269.0,banana,38799.83
32.68,22.05,34.88,6.26,25.63,70.44,95.29,mango,11844.0
116.74,64.35,53.29,7.07,16.95,64.36,53.93,wheat,3909.31
91.89,28.82,49.58,6.16,37.45,65.16,75.02,watermelon,29677.55
15.61,51.32,32.25,6.21,22.71,41.13,38.55,lentil,1507.63
46.28,56.23,26.2,6.77,24.57,51.79,79.74,blackgram,1054.84
9.37,2.39,47.41,7.17,29.75,80.33,211.39,coconut,13065.99
112.66,42.11,41.33,6.39,22.19,91.49,196.55,rice,4755.16
116.67,13.34,60.2,6.06,32.24,73.07,77.84,muskmelon,16466.25
44.62,65.06,50.43,6.53,26.57,81.52,166.29,papaya,45660.3
28.45,33.81,46.78,5.62,36.2,46.27,197.62,mango,12453.07
27.98,79.44,31.2,5.93,26.69,50.23,122.07,pigeonpeas,1290.51
101.4,76.33,91.28,6.3,29.48,92.0,187.75,banana,35027.6
111.0,26.61,39.78,6.15,16.67,70.64,209.96,coffee,1283.16
19.96,55.75,19.09,4.12,25.64,25.56,66.11,mothbeans,886.92
